RegionName,ParkName,ParkType,Year,TRV
Intermountain  Region,Yellowstone NP,National Park,2021,"4,860,242"
Intermountain  Region,Yellowstone NP,National Park,2020,"3,806,306"
Intermountain  Region,Yellowstone NP,National Park,2019,"4,020,288"
Intermountain  Region,Yellowstone NP,National Park,2018,"4,115,000"
Intermountain  Region,Yellowstone NP,National Park,2017,"4,116,524"
Intermountain  Region,Yellowstone NP,National Park,2016,"4,257,177"
Intermountain  Region,Yellowstone NP,National Park,2015,"4,097,710"
Intermountain  Region,Yellowstone NP,National Park,2014,"3,513,484"
Intermountain  Region,Yellowstone NP,National Park,2013,"3,188,030"
Intermountain  Region,Yellowstone NP,National Park,2012,"3,447,729"
Intermountain  Region,Yellowstone NP,National Park,2011,"3,394,326"
Intermountain  Region,Yellowstone NP,National Park,2010,"3,640,185"
Intermountain  Region,Yellowstone NP,National Park,2009,"3,295,187"
Intermountain  Region,Yellowstone NP,National Park,2008,"3,066,580"
Intermountain  Region,Yellowstone NP,National Park,2007,"3,151,343"
Intermountain  Region,Yellowstone NP,National Park,2006,"2,870,295"
Intermountain  Region,Yellowstone NP,National Park,2005,"2,835,651"
Intermountain  Region,Yellowstone NP,National Park,2004,"2,868,317"
Intermountain  Region,Yellowstone NP,National Park,2003,"3,019,375"
Intermountain  Region,Yellowstone NP,National Park,2002,"2,973,677"
Intermountain  Region,Yellowstone NP,National Park,2001,"2,758,526"
Intermountain  Region,Yellowstone NP,National Park,2000,"2,838,233"
Intermountain  Region,Yellowstone NP,National Park,1999,"3,131,381"
Intermountain  Region,Yellowstone NP,National Park,1998,"3,120,830"
Intermountain  Region,Yellowstone NP,National Park,1997,"2,889,513"
Intermountain  Region,Yellowstone NP,National Park,1996,"3,012,171"
Intermountain  Region,Yellowstone NP,National Park,1995,"3,125,285"
Intermountain  Region,Yellowstone NP,National Park,1994,"3,046,145"
Intermountain  Region,Yellowstone NP,National Park,1993,"2,912,193"
Intermountain  Region,Yellowstone NP,National Park,1992,"3,144,405"
Intermountain  Region,Yellowstone NP,National Park,1991,"2,920,537"
Intermountain  Region,Yellowstone NP,National Park,1990,"2,823,572"
Intermountain  Region,Yellowstone NP,National Park,1989,"2,644,442"
Intermountain  Region,Yellowstone NP,National Park,1988,"2,182,113"
Intermountain  Region,Yellowstone NP,National Park,1987,"2,573,194"
Intermountain  Region,Yellowstone NP,National Park,1986,"2,363,756"
Intermountain  Region,Yellowstone NP,National Park,1985,"2,226,159"
Intermountain  Region,Yellowstone NP,National Park,1984,"2,222,027"
Intermountain  Region,Yellowstone NP,National Park,1983,"2,347,242"
Intermountain  Region,Yellowstone NP,National Park,1982,"2,368,897"
Intermountain  Region,Yellowstone NP,National Park,1981,"2,521,831"
Intermountain  Region,Yellowstone NP,National Park,1980,"2,000,269"
Intermountain  Region,Yellowstone NP,National Park,1979,"1,892,908"
Intermountain  Region,Yellowstone NP,National Park,1978,"2,618,380"
Intermountain  Region,Yellowstone NP,National Park,1977,"2,481,900"
Intermountain  Region,Yellowstone NP,National Park,1976,"2,519,200"
Intermountain  Region,Yellowstone NP,National Park,1975,"2,239,500"
Intermountain  Region,Yellowstone NP,National Park,1974,"1,928,900"
Intermountain  Region,Yellowstone NP,National Park,1973,"2,061,700"
Intermountain  Region,Yellowstone NP,National Park,1972,"2,236,888"
Intermountain  Region,Yellowstone NP,National Park,1971,"2,120,500"
Intermountain  Region,Yellowstone NP,National Park,1970,"2,297,300"
Intermountain  Region,Yellowstone NP,National Park,1969,"2,193,700"
Intermountain  Region,Yellowstone NP,National Park,1968,"2,229,700"
Intermountain  Region,Yellowstone NP,National Park,1967,"2,210,000"
Intermountain  Region,Yellowstone NP,National Park,1966,"2,130,300"
Intermountain  Region,Yellowstone NP,National Park,1965,"2,062,500"
Intermountain  Region,Yellowstone NP,National Park,1964,"1,929,300"
Intermountain  Region,Yellowstone NP,National Park,1963,"1,872,500"
Intermountain  Region,Yellowstone NP,National Park,1962,"1,925,200"
Intermountain  Region,Yellowstone NP,National Park,1961,"1,524,100"
Intermountain  Region,Yellowstone NP,National Park,1960,"1,443,300"
Intermountain  Region,Yellowstone NP,National Park,1959,"1,408,700"
Intermountain  Region,Yellowstone NP,National Park,1958,"1,442,400"
Intermountain  Region,Yellowstone NP,National Park,1957,"1,595,900"
Intermountain  Region,Yellowstone NP,National Park,1956,"1,457,800"
Intermountain  Region,Yellowstone NP,National Park,1955,"1,368,500"
Intermountain  Region,Yellowstone NP,National Park,1954,"1,328,900"
Intermountain  Region,Yellowstone NP,National Park,1953,"1,326,858"
Intermountain  Region,Yellowstone NP,National Park,1952,"1,350,295"
Intermountain  Region,Yellowstone NP,National Park,1951,"1,163,894"
Intermountain  Region,Yellowstone NP,National Park,1950,"1,110,524"
Intermountain  Region,Yellowstone NP,National Park,1949,"1,131,159"
Intermountain  Region,Yellowstone NP,National Park,1948,"1,018,279"
Intermountain  Region,Yellowstone NP,National Park,1947,"937,776"
Intermountain  Region,Yellowstone NP,National Park,1946,"807,917"
Intermountain  Region,Yellowstone NP,National Park,1945,"189,264"
Intermountain  Region,Yellowstone NP,National Park,1944,"86,593"
Intermountain  Region,Yellowstone NP,National Park,1943,"61,696"
Intermountain  Region,Yellowstone NP,National Park,1942,"185,746"
Intermountain  Region,Yellowstone NP,National Park,1941,"579,696"
Intermountain  Region,Yellowstone NP,National Park,1940,"526,437"
Intermountain  Region,Yellowstone NP,National Park,1939,"486,936"
Intermountain  Region,Yellowstone NP,National Park,1938,"466,185"
Intermountain  Region,Yellowstone NP,National Park,1937,"499,242"
Intermountain  Region,Yellowstone NP,National Park,1936,"432,570"
Intermountain  Region,Yellowstone NP,National Park,1935,"317,998"
Intermountain  Region,Yellowstone NP,National Park,1934,"260,775"
Intermountain  Region,Yellowstone NP,National Park,1933,"161,938"
Intermountain  Region,Yellowstone NP,National Park,1932,"157,624"
Intermountain  Region,Yellowstone NP,National Park,1931,"221,248"
Intermountain  Region,Yellowstone NP,National Park,1930,"227,901"
Intermountain  Region,Yellowstone NP,National Park,1929,"260,697"
Intermountain  Region,Yellowstone NP,National Park,1928,"230,984"
Intermountain  Region,Yellowstone NP,National Park,1927,"200,825"
Intermountain  Region,Yellowstone NP,National Park,1926,"187,807"
Intermountain  Region,Yellowstone NP,National Park,1925,"154,282"
Intermountain  Region,Yellowstone NP,National Park,1924,"144,158"
Intermountain  Region,Yellowstone NP,National Park,1923,"138,352"
Intermountain  Region,Yellowstone NP,National Park,1922,"98,223"
Intermountain  Region,Yellowstone NP,National Park,1921,"81,651"
Intermountain  Region,Yellowstone NP,National Park,1920,"79,777"
Intermountain  Region,Yellowstone NP,National Park,1919,"62,261"
Intermountain  Region,Yellowstone NP,National Park,1918,"21,275"
Intermountain  Region,Yellowstone NP,National Park,1917,"35,400"
Intermountain  Region,Yellowstone NP,National Park,1916,"35,849"
Intermountain  Region,Yellowstone NP,National Park,1915,"51,895"
Intermountain  Region,Yellowstone NP,National Park,1914,"20,250"
Intermountain  Region,Yellowstone NP,National Park,1913,"24,929"
Intermountain  Region,Yellowstone NP,National Park,1912,"22,970"
Intermountain  Region,Yellowstone NP,National Park,1911,"23,054"
Intermountain  Region,Yellowstone NP,National Park,1910,"19,575"
Intermountain  Region,Yellowstone NP,National Park,1909,"32,545"
Intermountain  Region,Yellowstone NP,National Park,1908,"19,542"
Intermountain  Region,Yellowstone NP,National Park,1907,"16,414"
Intermountain  Region,Yellowstone NP,National Park,1906,"17,182"
Intermountain  Region,Yellowstone NP,National Park,1905,"26,188"
Intermountain  Region,Yellowstone NP,National Park,1904,"13,727"
Intermountain  Region,Zion NP,National Park,2022,"4,692,417"
Intermountain  Region,Zion NP,National Park,2021,"5,039,835"
Intermountain  Region,Zion NP,National Park,2020,"3,591,254"
Intermountain  Region,Zion NP,National Park,2019,"4,488,268"
Intermountain  Region,Zion NP,National Park,2018,"4,320,033"
Intermountain  Region,Zion NP,National Park,2017,"4,504,812"
Intermountain  Region,Zion NP,National Park,2016,"4,295,127"
Intermountain  Region,Zion NP,National Park,2015,"3,648,846"
Intermountain  Region,Zion NP,National Park,2014,"3,189,696"
Intermountain  Region,Zion NP,National Park,2013,"2,807,387"
Intermountain  Region,Zion NP,National Park,2012,"2,973,607"
Intermountain  Region,Zion NP,National Park,2011,"2,825,505"
Intermountain  Region,Zion NP,National Park,2010,"2,665,972"
Intermountain  Region,Zion NP,National Park,2009,"2,735,402"
Intermountain  Region,Zion NP,National Park,2008,"2,690,154"
Intermountain  Region,Zion NP,National Park,2007,"2,657,281"
Intermountain  Region,Zion NP,National Park,2006,"2,567,350"
Intermountain  Region,Zion NP,National Park,2005,"2,586,665"
Intermountain  Region,Zion NP,National Park,2004,"2,677,342"
Intermountain  Region,Zion NP,National Park,2003,"2,458,792"
Intermountain  Region,Zion NP,National Park,2002,"2,592,545"
Intermountain  Region,Zion NP,National Park,2001,"2,217,779"
Intermountain  Region,Zion NP,National Park,2000,"2,432,348"
Intermountain  Region,Zion NP,National Park,1999,"2,449,664"
Intermountain  Region,Zion NP,National Park,1998,"2,370,048"
Intermountain  Region,Zion NP,National Park,1997,"2,445,534"
Intermountain  Region,Zion NP,National Park,1996,"2,498,001"
Intermountain  Region,Zion NP,National Park,1995,"2,430,162"
Intermountain  Region,Zion NP,National Park,1994,"2,270,871"
Intermountain  Region,Zion NP,National Park,1993,"2,392,580"
Intermountain  Region,Zion NP,National Park,1992,"2,390,626"
Intermountain  Region,Zion NP,National Park,1991,"2,236,997"
Intermountain  Region,Zion NP,National Park,1990,"2,102,400"
Intermountain  Region,Zion NP,National Park,1989,"1,998,856"
Intermountain  Region,Zion NP,National Park,1988,"1,948,332"
Intermountain  Region,Zion NP,National Park,1987,"1,777,619"
Intermountain  Region,Zion NP,National Park,1986,"1,670,503"
Intermountain  Region,Zion NP,National Park,1985,"1,503,272"
Intermountain  Region,Zion NP,National Park,1984,"1,377,254"
Intermountain  Region,Zion NP,National Park,1983,"1,273,030"
Intermountain  Region,Zion NP,National Park,1982,"1,246,290"
Intermountain  Region,Zion NP,National Park,1981,"1,288,808"
Intermountain  Region,Zion NP,National Park,1980,"1,123,846"
Intermountain  Region,Zion NP,National Park,1979,"1,040,528"
Intermountain  Region,Zion NP,National Park,1978,"1,193,212"
Intermountain  Region,Zion NP,National Park,1977,"1,105,900"
Intermountain  Region,Zion NP,National Park,1976,"1,090,000"
Intermountain  Region,Zion NP,National Park,1975,"1,055,200"
Intermountain  Region,Zion NP,National Park,1974,"859,300"
Intermountain  Region,Zion NP,National Park,1973,"993,800"
Intermountain  Region,Zion NP,National Park,1972,"889,417"
Intermountain  Region,Zion NP,National Park,1971,"897,000"
Intermountain  Region,Zion NP,National Park,1970,"903,600"
Intermountain  Region,Zion NP,National Park,1969,"904,300"
Intermountain  Region,Zion NP,National Park,1968,"877,100"
Intermountain  Region,Zion NP,National Park,1967,"788,400"
Intermountain  Region,Zion NP,National Park,1966,"815,200"
Intermountain  Region,Zion NP,National Park,1965,"763,600"
Intermountain  Region,Zion NP,National Park,1964,"705,200"
Intermountain  Region,Zion NP,National Park,1963,"681,100"
Intermountain  Region,Zion NP,National Park,1962,"622,100"
Intermountain  Region,Zion NP,National Park,1961,"604,700"
Intermountain  Region,Zion NP,National Park,1960,"575,800"
Intermountain  Region,Zion NP,National Park,1959,"585,000"
Intermountain  Region,Zion NP,National Park,1958,"590,700"
Intermountain  Region,Zion NP,National Park,1957,"525,100"
Intermountain  Region,Zion NP,National Park,1956,"421,200"
Intermountain  Region,Zion NP,National Park,1955,"406,800"
Intermountain  Region,Zion NP,National Park,1954,"416,800"
Intermountain  Region,Zion NP,National Park,1953,"389,445"
Intermountain  Region,Zion NP,National Park,1952,"352,921"
Intermountain  Region,Zion NP,National Park,1951,"331,079"
Intermountain  Region,Zion NP,National Park,1950,"323,402"
Intermountain  Region,Zion NP,National Park,1949,"307,881"
Intermountain  Region,Zion NP,National Park,1948,"297,571"
Intermountain  Region,Zion NP,National Park,1947,"273,953"
Intermountain  Region,Zion NP,National Park,1946,"212,280"
Intermountain  Region,Zion NP,National Park,1945,"78,280"
Intermountain  Region,Zion NP,National Park,1944,"42,243"
Intermountain  Region,Zion NP,National Park,1943,"44,089"
Intermountain  Region,Zion NP,National Park,1942,"68,797"
Intermountain  Region,Zion NP,National Park,1941,"192,805"
Intermountain  Region,Zion NP,National Park,1940,"165,029"
Intermountain  Region,Zion NP,National Park,1939,"158,063"
Intermountain  Region,Zion NP,National Park,1938,"149,075"
Intermountain  Region,Zion NP,National Park,1937,"137,404"
Intermountain  Region,Zion NP,National Park,1936,"124,393"
Intermountain  Region,Zion NP,National Park,1935,"97,280"
Intermountain  Region,Zion NP,National Park,1934,"68,801"
Intermountain  Region,Zion NP,National Park,1933,"48,763"
Intermountain  Region,Zion NP,National Park,1932,"51,650"
Intermountain  Region,Zion NP,National Park,1931,"59,186"
Intermountain  Region,Zion NP,National Park,1930,"55,297"
Intermountain  Region,Zion NP,National Park,1929,"33,383"
Intermountain  Region,Zion NP,National Park,1928,"30,016"
Intermountain  Region,Zion NP,National Park,1927,"24,303"
Intermountain  Region,Zion NP,National Park,1926,"21,964"
Intermountain  Region,Zion NP,National Park,1925,"16,817"
Intermountain  Region,Zion NP,National Park,1924,"8,400"
Intermountain  Region,Zion NP,National Park,1923,"6,408"
Intermountain  Region,Zion NP,National Park,1922,"4,109"
Intermountain  Region,Zion NP,National Park,1921,"2,937"
Intermountain  Region,Zion NP,National Park,1920,"3,692"
Intermountain  Region,Zion NP,National Park,1919,"1,814"
Intermountain  Region,Zion NP,National Park,1918,
Intermountain  Region,Zion NP,National Park,1917,
Intermountain  Region,Zion NP,National Park,1916,
Intermountain  Region,Zion NP,National Park,1915,
Intermountain  Region,Zion NP,National Park,1914,
Intermountain  Region,Zion NP,National Park,1913,
Intermountain  Region,Zion NP,National Park,1912,
Intermountain  Region,Zion NP,National Park,1911,
Intermountain  Region,Zion NP,National Park,1910,
Intermountain  Region,Zion NP,National Park,1909,
Intermountain  Region,Zion NP,National Park,1908,
Intermountain  Region,Zion NP,National Park,1907,
Intermountain  Region,Zion NP,National Park,1906,
Intermountain  Region,Zion NP,National Park,1905,
Intermountain  Region,Zion NP,National Park,1904,
Midwest  Region,Badlands NP,National Park,2022,"1,006,809"
Midwest  Region,Badlands NP,National Park,2021,"1,224,226"
Midwest  Region,Badlands NP,National Park,2020,"916,932"
Midwest  Region,Badlands NP,National Park,2019,"970,998"
Midwest  Region,Badlands NP,National Park,2018,"1,008,942"
Midwest  Region,Badlands NP,National Park,2017,"1,054,325"
Midwest  Region,Badlands NP,National Park,2016,"996,263"
Midwest  Region,Badlands NP,National Park,2015,"989,354"
Midwest  Region,Badlands NP,National Park,2014,"868,094"
Midwest  Region,Badlands NP,National Park,2013,"892,372"
Midwest  Region,Badlands NP,National Park,2012,"883,406"
Midwest  Region,Badlands NP,National Park,2011,"870,741"
Midwest  Region,Badlands NP,National Park,2010,"977,778"
Midwest  Region,Badlands NP,National Park,2009,"933,918"
Midwest  Region,Badlands NP,National Park,2008,"845,734"
Midwest  Region,Badlands NP,National Park,2007,"886,654"
Midwest  Region,Badlands NP,National Park,2006,"840,118"
Midwest  Region,Badlands NP,National Park,2005,"909,146"
Midwest  Region,Badlands NP,National Park,2004,"936,030"
Midwest  Region,Badlands NP,National Park,2003,"871,034"
Midwest  Region,Badlands NP,National Park,2002,"908,898"
Midwest  Region,Badlands NP,National Park,2001,"955,469"
Midwest  Region,Badlands NP,National Park,2000,"1,105,824"
Midwest  Region,Badlands NP,National Park,1999,"950,453"
Midwest  Region,Badlands NP,National Park,1998,"1,021,049"
Midwest  Region,Badlands NP,National Park,1997,"970,696"
Midwest  Region,Badlands NP,National Park,1996,"1,024,705"
Midwest  Region,Badlands NP,National Park,1995,"1,075,569"
Midwest  Region,Badlands NP,National Park,1994,"1,130,459"
Midwest  Region,Badlands NP,National Park,1993,"1,179,458"
Midwest  Region,Badlands NP,National Park,1992,"1,205,297"
Midwest  Region,Badlands NP,National Park,1991,"1,518,396"
Midwest  Region,Badlands NP,National Park,1990,"1,326,475"
Midwest  Region,Badlands NP,National Park,1989,"1,237,956"
Midwest  Region,Badlands NP,National Park,1988,"1,110,040"
Midwest  Region,Badlands NP,National Park,1987,"1,174,398"
Midwest  Region,Badlands NP,National Park,1986,"1,025,630"
Midwest  Region,Badlands NP,National Park,1985,"950,242"
Midwest  Region,Badlands NP,National Park,1984,"1,113,675"
Midwest  Region,Badlands NP,National Park,1983,"1,026,981"
Midwest  Region,Badlands NP,National Park,1982,"1,030,484"
Midwest  Region,Badlands NP,National Park,1981,"1,175,952"
Midwest  Region,Badlands NP,National Park,1980,"952,652"
Midwest  Region,Badlands NP,National Park,1979,"858,000"
Midwest  Region,Badlands NP,National Park,1978,"1,234,915"
Midwest  Region,Badlands NP,National Park,1977,"1,305,400"
Midwest  Region,Badlands NP,National Park,1976,"1,210,100"
Midwest  Region,Badlands NP,National Park,1975,"1,153,200"
Midwest  Region,Badlands NP,National Park,1974,"1,205,300"
Midwest  Region,Badlands NP,National Park,1973,"1,387,900"
Midwest  Region,Badlands NP,National Park,1972,"1,274,600"
Midwest  Region,Badlands NP,National Park,1971,"1,282,000"
Midwest  Region,Badlands NP,National Park,1970,"1,303,100"
Midwest  Region,Badlands NP,National Park,1969,"1,221,300"
Midwest  Region,Badlands NP,National Park,1968,"1,194,600"
Midwest  Region,Badlands NP,National Park,1967,"1,188,700"
Midwest  Region,Badlands NP,National Park,1966,"1,094,800"
Midwest  Region,Badlands NP,National Park,1965,"1,091,300"
Midwest  Region,Badlands NP,National Park,1964,"1,079,800"
Midwest  Region,Badlands NP,National Park,1963,"1,074,000"
Midwest  Region,Badlands NP,National Park,1962,"1,044,800"
Midwest  Region,Badlands NP,National Park,1961,"833,300"
Midwest  Region,Badlands NP,National Park,1960,"878,600"
Midwest  Region,Badlands NP,National Park,1959,"825,200"
Midwest  Region,Badlands NP,National Park,1958,"810,800"
Midwest  Region,Badlands NP,National Park,1957,"701,100"
Midwest  Region,Badlands NP,National Park,1956,"663,200"
Midwest  Region,Badlands NP,National Park,1955,"630,900"
Midwest  Region,Badlands NP,National Park,1954,"665,000"
Midwest  Region,Badlands NP,National Park,1953,"658,691"
Midwest  Region,Badlands NP,National Park,1952,"580,902"
Midwest  Region,Badlands NP,National Park,1951,"607,965"
Midwest  Region,Badlands NP,National Park,1950,"447,654"
Midwest  Region,Badlands NP,National Park,1949,"373,076"
Midwest  Region,Badlands NP,National Park,1948,"384,133"
Midwest  Region,Badlands NP,National Park,1947,"339,843"
Midwest  Region,Badlands NP,National Park,1946,"230,403"
Midwest  Region,Badlands NP,National Park,1945,"31,377"
Midwest  Region,Badlands NP,National Park,1944,"10,349"
Midwest  Region,Badlands NP,National Park,1943,"10,149"
Midwest  Region,Badlands NP,National Park,1942,"86,256"
Midwest  Region,Badlands NP,National Park,1941,"252,248"
Midwest  Region,Badlands NP,National Park,1940,"181,993"
Midwest  Region,Badlands NP,National Park,1939,"205,100"
Midwest  Region,Badlands NP,National Park,1938,
Midwest  Region,Badlands NP,National Park,1937,
Midwest  Region,Badlands NP,National Park,1936,
Midwest  Region,Badlands NP,National Park,1935,
Midwest  Region,Badlands NP,National Park,1934,
Midwest  Region,Badlands NP,National Park,1933,
Midwest  Region,Badlands NP,National Park,1932,
Midwest  Region,Badlands NP,National Park,1931,
Midwest  Region,Badlands NP,National Park,1930,
Midwest  Region,Badlands NP,National Park,1929,
Midwest  Region,Badlands NP,National Park,1928,
Midwest  Region,Badlands NP,National Park,1927,
Midwest  Region,Badlands NP,National Park,1926,
Midwest  Region,Badlands NP,National Park,1925,
Midwest  Region,Badlands NP,National Park,1924,
Midwest  Region,Badlands NP,National Park,1923,
Midwest  Region,Badlands NP,National Park,1922,
Midwest  Region,Badlands NP,National Park,1921,
Midwest  Region,Badlands NP,National Park,1920,
Midwest  Region,Badlands NP,National Park,1919,
Midwest  Region,Badlands NP,National Park,1918,
Midwest  Region,Badlands NP,National Park,1917,
Midwest  Region,Badlands NP,National Park,1916,
Midwest  Region,Badlands NP,National Park,1915,
Midwest  Region,Badlands NP,National Park,1914,
Midwest  Region,Badlands NP,National Park,1913,
Midwest  Region,Badlands NP,National Park,1912,
Midwest  Region,Badlands NP,National Park,1911,
Midwest  Region,Badlands NP,National Park,1910,
Midwest  Region,Badlands NP,National Park,1909,
Midwest  Region,Badlands NP,National Park,1908,
Midwest  Region,Badlands NP,National Park,1907,
Midwest  Region,Badlands NP,National Park,1906,
Midwest  Region,Badlands NP,National Park,1905,
Midwest  Region,Badlands NP,National Park,1904,
Midwest  Region,Cuyahoga Valley NP,National Park,2022,"2,913,312"
Midwest  Region,Cuyahoga Valley NP,National Park,2021,"2,575,275"
Midwest  Region,Cuyahoga Valley NP,National Park,2020,"2,755,628"
Midwest  Region,Cuyahoga Valley NP,National Park,2019,"2,237,997"
Midwest  Region,Cuyahoga Valley NP,National Park,2018,"2,096,053"
Midwest  Region,Cuyahoga Valley NP,National Park,2017,"2,226,879"
Midwest  Region,Cuyahoga Valley NP,National Park,2016,"2,423,390"
Midwest  Region,Cuyahoga Valley NP,National Park,2015,"2,284,612"
Midwest  Region,Cuyahoga Valley NP,National Park,2014,"2,189,849"
Midwest  Region,Cuyahoga Valley NP,National Park,2013,"2,103,010"
Midwest  Region,Cuyahoga Valley NP,National Park,2012,"2,299,722"
Midwest  Region,Cuyahoga Valley NP,National Park,2011,"2,161,185"
Midwest  Region,Cuyahoga Valley NP,National Park,2010,"2,492,670"
Midwest  Region,Cuyahoga Valley NP,National Park,2009,"2,589,288"
Midwest  Region,Cuyahoga Valley NP,National Park,2008,"2,828,233"
Midwest  Region,Cuyahoga Valley NP,National Park,2007,"2,486,656"
Midwest  Region,Cuyahoga Valley NP,National Park,2006,"2,468,816"
Midwest  Region,Cuyahoga Valley NP,National Park,2005,"2,533,827"
Midwest  Region,Cuyahoga Valley NP,National Park,2004,"3,306,175"
Midwest  Region,Cuyahoga Valley NP,National Park,2003,"2,879,591"
Midwest  Region,Cuyahoga Valley NP,National Park,2002,"3,217,935"
Midwest  Region,Cuyahoga Valley NP,National Park,2001,"3,123,353"
Midwest  Region,Cuyahoga Valley NP,National Park,2000,"3,324,918"
Midwest  Region,Cuyahoga Valley NP,National Park,1999,"3,324,284"
Midwest  Region,Cuyahoga Valley NP,National Park,1998,"3,467,107"
Midwest  Region,Cuyahoga Valley NP,National Park,1997,"3,527,837"
Midwest  Region,Cuyahoga Valley NP,National Park,1996,"3,455,878"
Midwest  Region,Cuyahoga Valley NP,National Park,1995,"3,195,207"
Midwest  Region,Cuyahoga Valley NP,National Park,1994,"3,266,401"
Midwest  Region,Cuyahoga Valley NP,National Park,1993,"2,266,139"
Midwest  Region,Cuyahoga Valley NP,National Park,1992,"1,430,382"
Midwest  Region,Cuyahoga Valley NP,National Park,1991,"1,358,984"
Midwest  Region,Cuyahoga Valley NP,National Park,1990,"1,200,622"
Midwest  Region,Cuyahoga Valley NP,National Park,1989,"1,159,648"
Midwest  Region,Cuyahoga Valley NP,National Park,1988,"1,229,717"
Midwest  Region,Cuyahoga Valley NP,National Park,1987,"1,113,405"
Midwest  Region,Cuyahoga Valley NP,National Park,1986,"1,042,148"
Midwest  Region,Cuyahoga Valley NP,National Park,1985,"1,004,858"
Midwest  Region,Cuyahoga Valley NP,National Park,1984,"1,018,828"
Midwest  Region,Cuyahoga Valley NP,National Park,1983,"939,562"
Midwest  Region,Cuyahoga Valley NP,National Park,1982,"717,815"
Midwest  Region,Cuyahoga Valley NP,National Park,1981,"596,300"
Midwest  Region,Cuyahoga Valley NP,National Park,1980,"563,300"
Midwest  Region,Cuyahoga Valley NP,National Park,1979,"543,025"
Midwest  Region,Cuyahoga Valley NP,National Park,1978,"496,400"
Midwest  Region,Cuyahoga Valley NP,National Park,1977,
Midwest  Region,Cuyahoga Valley NP,National Park,1976,
Midwest  Region,Cuyahoga Valley NP,National Park,1975,
Midwest  Region,Cuyahoga Valley NP,National Park,1974,
Midwest  Region,Cuyahoga Valley NP,National Park,1973,
Midwest  Region,Cuyahoga Valley NP,National Park,1972,
Midwest  Region,Cuyahoga Valley NP,National Park,1971,
Midwest  Region,Cuyahoga Valley NP,National Park,1970,
Midwest  Region,Cuyahoga Valley NP,National Park,1969,
Midwest  Region,Cuyahoga Valley NP,National Park,1968,
Midwest  Region,Cuyahoga Valley NP,National Park,1967,
Midwest  Region,Cuyahoga Valley NP,National Park,1966,
Midwest  Region,Cuyahoga Valley NP,National Park,1965,
Midwest  Region,Cuyahoga Valley NP,National Park,1964,
Midwest  Region,Cuyahoga Valley NP,National Park,1963,
Midwest  Region,Cuyahoga Valley NP,National Park,1962,
Midwest  Region,Cuyahoga Valley NP,National Park,1961,
Midwest  Region,Cuyahoga Valley NP,National Park,1960,
Midwest  Region,Cuyahoga Valley NP,National Park,1959,
Midwest  Region,Cuyahoga Valley NP,National Park,1958,
Midwest  Region,Cuyahoga Valley NP,National Park,1957,
Midwest  Region,Cuyahoga Valley NP,National Park,1956,
Midwest  Region,Cuyahoga Valley NP,National Park,1955,
Midwest  Region,Cuyahoga Valley NP,National Park,1954,
Midwest  Region,Cuyahoga Valley NP,National Park,1953,
Midwest  Region,Cuyahoga Valley NP,National Park,1952,
Midwest  Region,Cuyahoga Valley NP,National Park,1951,
Midwest  Region,Cuyahoga Valley NP,National Park,1950,
Midwest  Region,Cuyahoga Valley NP,National Park,1949,
Midwest  Region,Cuyahoga Valley NP,National Park,1948,
Midwest  Region,Cuyahoga Valley NP,National Park,1947,
Midwest  Region,Cuyahoga Valley NP,National Park,1946,
Midwest  Region,Cuyahoga Valley NP,National Park,1945,
Midwest  Region,Cuyahoga Valley NP,National Park,1944,
Midwest  Region,Cuyahoga Valley NP,National Park,1943,
Midwest  Region,Cuyahoga Valley NP,National Park,1942,
Midwest  Region,Cuyahoga Valley NP,National Park,1941,
Midwest  Region,Cuyahoga Valley NP,National Park,1940,
Midwest  Region,Cuyahoga Valley NP,National Park,1939,
Midwest  Region,Cuyahoga Valley NP,National Park,1938,
Midwest  Region,Cuyahoga Valley NP,National Park,1937,
Midwest  Region,Cuyahoga Valley NP,National Park,1936,
Midwest  Region,Cuyahoga Valley NP,National Park,1935,
Midwest  Region,Cuyahoga Valley NP,National Park,1934,
Midwest  Region,Cuyahoga Valley NP,National Park,1933,
Midwest  Region,Cuyahoga Valley NP,National Park,1932,
Midwest  Region,Cuyahoga Valley NP,National Park,1931,
Midwest  Region,Cuyahoga Valley NP,National Park,1930,
Midwest  Region,Cuyahoga Valley NP,National Park,1929,
Midwest  Region,Cuyahoga Valley NP,National Park,1928,
Midwest  Region,Cuyahoga Valley NP,National Park,1927,
Midwest  Region,Cuyahoga Valley NP,National Park,1926,
Midwest  Region,Cuyahoga Valley NP,National Park,1925,
Midwest  Region,Cuyahoga Valley NP,National Park,1924,
Midwest  Region,Cuyahoga Valley NP,National Park,1923,
Midwest  Region,Cuyahoga Valley NP,National Park,1922,
Midwest  Region,Cuyahoga Valley NP,National Park,1921,
Midwest  Region,Cuyahoga Valley NP,National Park,1920,
Midwest  Region,Cuyahoga Valley NP,National Park,1919,
Midwest  Region,Cuyahoga Valley NP,National Park,1918,
Midwest  Region,Cuyahoga Valley NP,National Park,1917,
Midwest  Region,Cuyahoga Valley NP,National Park,1916,
Midwest  Region,Cuyahoga Valley NP,National Park,1915,
Midwest  Region,Cuyahoga Valley NP,National Park,1914,
Midwest  Region,Cuyahoga Valley NP,National Park,1913,
Midwest  Region,Cuyahoga Valley NP,National Park,1912,
Midwest  Region,Cuyahoga Valley NP,National Park,1911,
Midwest  Region,Cuyahoga Valley NP,National Park,1910,
