RegionName,ParkName,ParkType,Year,TRV
Pacific West  Region,North Cascades NP,National Park,1989,"391,433"
Pacific West  Region,North Cascades NP,National Park,1988,"605,967"
Pacific West  Region,North Cascades NP,National Park,1987,"651,606"
Pacific West  Region,North Cascades NP,National Park,1986,"683,056"
Pacific West  Region,North Cascades NP,National Park,1985,"629,234"
Pacific West  Region,North Cascades NP,National Park,1984,"637,836"
Pacific West  Region,North Cascades NP,National Park,1983,"858,041"
Pacific West  Region,North Cascades NP,National Park,1982,"857,016"
Pacific West  Region,North Cascades NP,National Park,1981,"829,026"
Pacific West  Region,North Cascades NP,National Park,1980,"796,079"
Pacific West  Region,North Cascades NP,National Park,1979,"742,997"
Pacific West  Region,North Cascades NP,National Park,1978,"917,581"
Pacific West  Region,North Cascades NP,National Park,1977,"682,300"
Pacific West  Region,North Cascades NP,National Park,1976,"765,600"
Pacific West  Region,North Cascades NP,National Park,1975,"866,200"
Pacific West  Region,North Cascades NP,National Park,1974,"882,000"
Pacific West  Region,North Cascades NP,National Park,1973,"865,600"
Pacific West  Region,North Cascades NP,National Park,1972,"546,266"
Pacific West  Region,North Cascades NP,National Park,1971,"210,800"
Pacific West  Region,North Cascades NP,National Park,1970,"295,000"
Pacific West  Region,North Cascades NP,National Park,1969,
Pacific West  Region,North Cascades NP,National Park,1968,
Pacific West  Region,North Cascades NP,National Park,1967,
Pacific West  Region,North Cascades NP,National Park,1966,
Pacific West  Region,North Cascades NP,National Park,1965,
Pacific West  Region,North Cascades NP,National Park,1964,
Pacific West  Region,North Cascades NP,National Park,1963,
Pacific West  Region,North Cascades NP,National Park,1962,
Pacific West  Region,North Cascades NP,National Park,1961,
Pacific West  Region,North Cascades NP,National Park,1960,
Pacific West  Region,North Cascades NP,National Park,1959,
Pacific West  Region,North Cascades NP,National Park,1958,
Pacific West  Region,North Cascades NP,National Park,1957,
Pacific West  Region,North Cascades NP,National Park,1956,
Pacific West  Region,North Cascades NP,National Park,1955,
Pacific West  Region,North Cascades NP,National Park,1954,
Pacific West  Region,North Cascades NP,National Park,1953,
Pacific West  Region,North Cascades NP,National Park,1952,
Pacific West  Region,North Cascades NP,National Park,1951,
Pacific West  Region,North Cascades NP,National Park,1950,
Pacific West  Region,North Cascades NP,National Park,1949,
Pacific West  Region,North Cascades NP,National Park,1948,
Pacific West  Region,North Cascades NP,National Park,1947,
Pacific West  Region,North Cascades NP,National Park,1946,
Pacific West  Region,North Cascades NP,National Park,1945,
Pacific West  Region,North Cascades NP,National Park,1944,
Pacific West  Region,North Cascades NP,National Park,1943,
Pacific West  Region,North Cascades NP,National Park,1942,
Pacific West  Region,North Cascades NP,National Park,1941,
Pacific West  Region,North Cascades NP,National Park,1940,
Pacific West  Region,North Cascades NP,National Park,1939,
Pacific West  Region,North Cascades NP,National Park,1938,
Pacific West  Region,North Cascades NP,National Park,1937,
Pacific West  Region,North Cascades NP,National Park,1936,
Pacific West  Region,North Cascades NP,National Park,1935,
Pacific West  Region,North Cascades NP,National Park,1934,
Pacific West  Region,North Cascades NP,National Park,1933,
Pacific West  Region,North Cascades NP,National Park,1932,
Pacific West  Region,North Cascades NP,National Park,1931,
Pacific West  Region,North Cascades NP,National Park,1930,
Pacific West  Region,North Cascades NP,National Park,1929,
Pacific West  Region,North Cascades NP,National Park,1928,
Pacific West  Region,North Cascades NP,National Park,1927,
Pacific West  Region,North Cascades NP,National Park,1926,
Pacific West  Region,North Cascades NP,National Park,1925,
Pacific West  Region,North Cascades NP,National Park,1924,
Pacific West  Region,North Cascades NP,National Park,1923,
Pacific West  Region,North Cascades NP,National Park,1922,
Pacific West  Region,North Cascades NP,National Park,1921,
Pacific West  Region,North Cascades NP,National Park,1920,
Pacific West  Region,North Cascades NP,National Park,1919,
Pacific West  Region,North Cascades NP,National Park,1918,
Pacific West  Region,North Cascades NP,National Park,1917,
Pacific West  Region,North Cascades NP,National Park,1916,
Pacific West  Region,North Cascades NP,National Park,1915,
Pacific West  Region,North Cascades NP,National Park,1914,
Pacific West  Region,North Cascades NP,National Park,1913,
Pacific West  Region,North Cascades NP,National Park,1912,
Pacific West  Region,North Cascades NP,National Park,1911,
Pacific West  Region,North Cascades NP,National Park,1910,
Pacific West  Region,North Cascades NP,National Park,1909,
Pacific West  Region,North Cascades NP,National Park,1908,
Pacific West  Region,North Cascades NP,National Park,1907,
Pacific West  Region,North Cascades NP,National Park,1906,
Pacific West  Region,North Cascades NP,National Park,1905,
Pacific West  Region,North Cascades NP,National Park,1904,
Pacific West  Region,Olympic NP,National Park,2022,"2,432,972"
Pacific West  Region,Olympic NP,National Park,2021,"2,718,925"
Pacific West  Region,Olympic NP,National Park,2020,"2,499,177"
Pacific West  Region,Olympic NP,National Park,2019,"3,245,806"
Pacific West  Region,Olympic NP,National Park,2018,"3,104,455"
Pacific West  Region,Olympic NP,National Park,2017,"3,401,996"
Pacific West  Region,Olympic NP,National Park,2016,"3,390,221"
Pacific West  Region,Olympic NP,National Park,2015,"3,263,761"
Pacific West  Region,Olympic NP,National Park,2014,"3,243,872"
Pacific West  Region,Olympic NP,National Park,2013,"3,085,340"
Pacific West  Region,Olympic NP,National Park,2012,"2,824,908"
Pacific West  Region,Olympic NP,National Park,2011,"2,966,502"
Pacific West  Region,Olympic NP,National Park,2010,"2,844,563"
Pacific West  Region,Olympic NP,National Park,2009,"3,276,459"
Pacific West  Region,Olympic NP,National Park,2008,"3,081,451"
Pacific West  Region,Olympic NP,National Park,2007,"2,988,686"
Pacific West  Region,Olympic NP,National Park,2006,"2,749,197"
Pacific West  Region,Olympic NP,National Park,2005,"3,142,774"
Pacific West  Region,Olympic NP,National Park,2004,"3,073,722"
Pacific West  Region,Olympic NP,National Park,2003,"3,225,327"
Pacific West  Region,Olympic NP,National Park,2002,"3,691,310"
Pacific West  Region,Olympic NP,National Park,2001,"3,416,069"
Pacific West  Region,Olympic NP,National Park,2000,"3,327,722"
Pacific West  Region,Olympic NP,National Park,1999,"3,364,266"
Pacific West  Region,Olympic NP,National Park,1998,"3,577,007"
Pacific West  Region,Olympic NP,National Park,1997,"3,846,709"
Pacific West  Region,Olympic NP,National Park,1996,"3,348,723"
Pacific West  Region,Olympic NP,National Park,1995,"3,658,615"
Pacific West  Region,Olympic NP,National Park,1994,"3,381,573"
Pacific West  Region,Olympic NP,National Park,1993,"2,679,598"
Pacific West  Region,Olympic NP,National Park,1992,"3,030,195"
Pacific West  Region,Olympic NP,National Park,1991,"2,759,673"
Pacific West  Region,Olympic NP,National Park,1990,"2,794,903"
Pacific West  Region,Olympic NP,National Park,1989,"2,737,611"
Pacific West  Region,Olympic NP,National Park,1988,"2,959,122"
Pacific West  Region,Olympic NP,National Park,1987,"2,822,850"
Pacific West  Region,Olympic NP,National Park,1986,"2,940,034"
Pacific West  Region,Olympic NP,National Park,1985,"2,532,145"
Pacific West  Region,Olympic NP,National Park,1984,"2,759,011"
Pacific West  Region,Olympic NP,National Park,1983,"2,410,722"
Pacific West  Region,Olympic NP,National Park,1982,"2,478,739"
Pacific West  Region,Olympic NP,National Park,1981,"2,306,032"
Pacific West  Region,Olympic NP,National Park,1980,"2,032,418"
Pacific West  Region,Olympic NP,National Park,1979,"2,078,843"
Pacific West  Region,Olympic NP,National Park,1978,"2,534,680"
Pacific West  Region,Olympic NP,National Park,1977,"2,293,900"
Pacific West  Region,Olympic NP,National Park,1976,"2,327,400"
Pacific West  Region,Olympic NP,National Park,1975,"2,289,200"
Pacific West  Region,Olympic NP,National Park,1974,"2,094,100"
Pacific West  Region,Olympic NP,National Park,1973,"2,384,800"
Pacific West  Region,Olympic NP,National Park,1972,"2,464,637"
Pacific West  Region,Olympic NP,National Park,1971,"1,621,400"
Pacific West  Region,Olympic NP,National Park,1970,"2,283,100"
Pacific West  Region,Olympic NP,National Park,1969,"2,135,900"
Pacific West  Region,Olympic NP,National Park,1968,"2,013,800"
Pacific West  Region,Olympic NP,National Park,1967,"1,905,300"
Pacific West  Region,Olympic NP,National Park,1966,"1,752,000"
Pacific West  Region,Olympic NP,National Park,1965,"2,058,000"
Pacific West  Region,Olympic NP,National Park,1964,"1,343,600"
Pacific West  Region,Olympic NP,National Park,1963,"1,576,200"
Pacific West  Region,Olympic NP,National Park,1962,"2,044,400"
Pacific West  Region,Olympic NP,National Park,1961,"1,519,500"
Pacific West  Region,Olympic NP,National Park,1960,"1,160,400"
Pacific West  Region,Olympic NP,National Park,1959,"1,077,400"
Pacific West  Region,Olympic NP,National Park,1958,"1,181,500"
Pacific West  Region,Olympic NP,National Park,1957,"864,800"
Pacific West  Region,Olympic NP,National Park,1956,"864,600"
Pacific West  Region,Olympic NP,National Park,1955,"744,900"
Pacific West  Region,Olympic NP,National Park,1954,"663,100"
Pacific West  Region,Olympic NP,National Park,1953,"625,703"
Pacific West  Region,Olympic NP,National Park,1952,"449,117"
Pacific West  Region,Olympic NP,National Park,1951,"414,916"
Pacific West  Region,Olympic NP,National Park,1950,"404,125"
Pacific West  Region,Olympic NP,National Park,1949,"414,787"
Pacific West  Region,Olympic NP,National Park,1948,"191,578"
Pacific West  Region,Olympic NP,National Park,1947,"180,617"
Pacific West  Region,Olympic NP,National Park,1946,"123,698"
Pacific West  Region,Olympic NP,National Park,1945,"106,740"
Pacific West  Region,Olympic NP,National Park,1944,"56,076"
Pacific West  Region,Olympic NP,National Park,1943,"56,681"
Pacific West  Region,Olympic NP,National Park,1942,"72,349"
Pacific West  Region,Olympic NP,National Park,1941,"92,667"
Pacific West  Region,Olympic NP,National Park,1940,"91,863"
Pacific West  Region,Olympic NP,National Park,1939,"42,125"
Pacific West  Region,Olympic NP,National Park,1938,"75,310"
Pacific West  Region,Olympic NP,National Park,1937,"23,520"
Pacific West  Region,Olympic NP,National Park,1936,"24,600"
Pacific West  Region,Olympic NP,National Park,1935,"2,200"
Pacific West  Region,Olympic NP,National Park,1934,
Pacific West  Region,Olympic NP,National Park,1933,
Pacific West  Region,Olympic NP,National Park,1932,
Pacific West  Region,Olympic NP,National Park,1931,
Pacific West  Region,Olympic NP,National Park,1930,
Pacific West  Region,Olympic NP,National Park,1929,
Pacific West  Region,Olympic NP,National Park,1928,
Pacific West  Region,Olympic NP,National Park,1927,
Pacific West  Region,Olympic NP,National Park,1926,
Pacific West  Region,Olympic NP,National Park,1925,
Pacific West  Region,Olympic NP,National Park,1924,
Pacific West  Region,Olympic NP,National Park,1923,
Pacific West  Region,Olympic NP,National Park,1922,
Pacific West  Region,Olympic NP,National Park,1921,
Pacific West  Region,Olympic NP,National Park,1920,
Pacific West  Region,Olympic NP,National Park,1919,
Pacific West  Region,Olympic NP,National Park,1918,
Pacific West  Region,Olympic NP,National Park,1917,
Pacific West  Region,Olympic NP,National Park,1916,
Pacific West  Region,Olympic NP,National Park,1915,
Pacific West  Region,Olympic NP,National Park,1914,
Pacific West  Region,Olympic NP,National Park,1913,
Pacific West  Region,Olympic NP,National Park,1912,
Pacific West  Region,Olympic NP,National Park,1911,
Pacific West  Region,Olympic NP,National Park,1910,
Pacific West  Region,Olympic NP,National Park,1909,
Pacific West  Region,Olympic NP,National Park,1908,
Pacific West  Region,Olympic NP,National Park,1907,
Pacific West  Region,Olympic NP,National Park,1906,
Pacific West  Region,Olympic NP,National Park,1905,
Pacific West  Region,Olympic NP,National Park,1904,
Pacific West  Region,Pinnacles NP,National Park,2022,"275,023"
Pacific West  Region,Pinnacles NP,National Park,2021,"348,857"
Pacific West  Region,Pinnacles NP,National Park,2020,"165,740"
Pacific West  Region,Pinnacles NP,National Park,2019,"177,224"
Pacific West  Region,Pinnacles NP,National Park,2018,"222,152"
Pacific West  Region,Pinnacles NP,National Park,2017,"233,334"
Pacific West  Region,Pinnacles NP,National Park,2016,"215,555"
Pacific West  Region,Pinnacles NP,National Park,2015,"206,533"
Pacific West  Region,Pinnacles NP,National Park,2014,"196,635"
Pacific West  Region,Pinnacles NP,National Park,2013,"237,677"
Pacific West  Region,Pinnacles NP,National Park,2012,"224,476"
Pacific West  Region,Pinnacles NP,National Park,2011,"393,219"
Pacific West  Region,Pinnacles NP,National Park,2010,"246,575"
Pacific West  Region,Pinnacles NP,National Park,2009,"171,112"
Pacific West  Region,Pinnacles NP,National Park,2008,"166,988"
Pacific West  Region,Pinnacles NP,National Park,2007,"161,019"
Pacific West  Region,Pinnacles NP,National Park,2006,"158,824"
Pacific West  Region,Pinnacles NP,National Park,2005,"170,994"
Pacific West  Region,Pinnacles NP,National Park,2004,"157,397"
Pacific West  Region,Pinnacles NP,National Park,2003,"162,791"
Pacific West  Region,Pinnacles NP,National Park,2002,"162,266"
Pacific West  Region,Pinnacles NP,National Park,2001,"178,243"
Pacific West  Region,Pinnacles NP,National Park,2000,"162,110"
Pacific West  Region,Pinnacles NP,National Park,1999,"164,854"
Pacific West  Region,Pinnacles NP,National Park,1998,"94,639"
Pacific West  Region,Pinnacles NP,National Park,1997,"171,971"
Pacific West  Region,Pinnacles NP,National Park,1996,"164,465"
Pacific West  Region,Pinnacles NP,National Park,1995,"177,527"
Pacific West  Region,Pinnacles NP,National Park,1994,"172,642"
Pacific West  Region,Pinnacles NP,National Park,1993,"194,757"
Pacific West  Region,Pinnacles NP,National Park,1992,"191,683"
